Causas (lista perinatal reducida);Sexo;Nacional;Comunidades y Ciudades Autónomas;Total
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Castilla-La Mancha;1
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Catalu¤a;3
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Comunitat Valenciana;2
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Extremadura;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Galicia;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Madrid, Comunidad de;4
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Murcia, Región de;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Navarra, Comunidad Foral de;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;País Vasco;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Rioja, La;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Ceuta;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Total;Melilla;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Hombres;Extranjero;;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;;13
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Andalucía;3
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Aragón;1
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Asturias, Principado de;1
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Balears, Illes;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Canarias;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Cantabria;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Castilla y León;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Castilla-La Mancha;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Catalu¤a;4
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Comunitat Valenciana;1
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Extremadura;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Galicia;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Madrid, Comunidad de;3
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Murcia, Región de;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Navarra, Comunidad Foral de;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;País Vasco;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Rioja, La;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Ceuta;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Total;Melilla;0
06-10 Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas;Mujeres;Extranjero;;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;;2
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Andalucía;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Aragón;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Asturias, Principado de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Balears, Illes;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Canarias;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Cantabria;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Castilla y León;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Castilla-La Mancha;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Catalu¤a;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Comunitat Valenciana;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Extremadura;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Galicia;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Madrid, Comunidad de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Murcia, Región de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Navarra, Comunidad Foral de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;País Vasco;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Rioja, La;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Ceuta;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Total;Melilla;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Ambos sexos;Extranjero;;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Andalucía;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Aragón;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Asturias, Principado de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Balears, Illes;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Canarias;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Cantabria;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Castilla y León;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Castilla-La Mancha;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Catalu¤a;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Comunitat Valenciana;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Extremadura;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Galicia;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Madrid, Comunidad de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Murcia, Región de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Navarra, Comunidad Foral de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;País Vasco;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Rioja, La;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Ceuta;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Total;Melilla;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Hombres;Extranjero;;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Andalucía;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Aragón;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Asturias, Principado de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Balears, Illes;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Canarias;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Cantabria;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Castilla y León;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Castilla-La Mancha;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Catalu¤a;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Comunitat Valenciana;1
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Extremadura;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Galicia;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Madrid, Comunidad de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Murcia, Región de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Navarra, Comunidad Foral de;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;País Vasco;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Rioja, La;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Ceuta;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Total;Melilla;0
11-12 Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto;Mujeres;Extranjero;;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;;1
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Andalucía;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Aragón;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Asturias, Principado de;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Balears, Illes;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Canarias;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Cantabria;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Castilla y León;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Castilla-La Mancha;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Catalu¤a;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Comunitat Valenciana;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Extremadura;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Galicia;0
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Madrid, Comunidad de;1
13 Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna;Ambos sexos;Total;Murcia, Región de;0
